O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDER-PRIORITY,O_CLERK,O_SHIP-PRIORITY,O_COMMENT,Cust_name,Mrkt_segment
41095,703,O,16837.28,12/22/1996,5-LOW,Clerk#000000792,0,"unusual, special warhorses use blithely around the furiously regular ac",Customer#000000703,AUTOMOBILE
41120,905,F,185005.29,7/8/1992,5-LOW,Clerk#000000909,0,blithely final ideas hang sl,Customer#000000905,BUILDING
41121,541,O,53742.44,6/25/1996,5-LOW,Clerk#000000802,0,quiet accounts breach furiously carefully unusual depo,Customer#000000541,FURNITURE
41122,649,F,82118.57,2/22/1993,4-NOT SPECIFIED,Clerk#000000431,0,furiously bold plat,Customer#000000649,BUILDING
41123,299,F,170293.01,12/7/1993,5-LOW,Clerk#000000376,0,furiously regular platelets use. careful,Customer#000000299,HOUSEHOLD
41124,712,F,77871.43,5/12/1994,3-MEDIUM,Clerk#000000458,0,blithely even packages wake furiously. quickly even courts haggle f,Customer#000000712,BUILDING
41125,1147,P,47396.29,4/28/1995,3-MEDIUM,Clerk#000000904,0,fluffily special orbits affix furiou,Customer#000001147,HOUSEHOLD
41126,733,O,56608.57,4/2/1998,2-HIGH,Clerk#000000856,0,furiously pending excuses cajole,Customer#000000733,HOUSEHOLD
41127,151,O,191925.1,8/2/1996,4-NOT SPECIFIED,Clerk#000000041,0,carefully express theodolites according to the decoys boost among t,Customer#000000151,HOUSEHOLD
41152,52,O,147617.84,9/4/1995,2-HIGH,Clerk#000000195,0,ironic dependencies sl,Customer#000000052,HOUSEHOLD
41153,412,F,101105.2,3/3/1994,3-MEDIUM,Clerk#000000877,0,quickly final requests about the careful,Customer#000000412,BUILDING
41154,1327,F,113779.62,5/1/1994,5-LOW,Clerk#000000316,0,blithely final accounts was. bold theodolit,Customer#000001327,MACHINERY
41155,1324,O,61427.93,4/15/1996,4-NOT SPECIFIED,Clerk#000000606,0,carefully unusual pinto beans nag blithely blithely pen,Customer#000001324,AUTOMOBILE
41156,382,O,43742.98,4/13/1998,5-LOW,Clerk#000000042,0,packages maintain. slyly regular forges cajole carefully special accounts,Customer#000000382,AUTOMOBILE
41157,286,P,200911.2,4/17/1995,3-MEDIUM,Clerk#000000134,0,deposits sleep quickly dependencies. carefully regular packages against the pa,Customer#000000286,HOUSEHOLD
41158,949,O,187270.58,4/1/1996,4-NOT SPECIFIED,Clerk#000000541,0,furiously ironic dinos detect?,Customer#000000949,AUTOMOBILE
41159,575,O,10632.41,10/29/1996,1-URGENT,Clerk#000000369,0,pending asymptotes sleep furiou,Customer#000000575,BUILDING
41184,1085,O,133896.17,9/23/1995,2-HIGH,Clerk#000000618,0,carefully final ideas lose across the permanently regular accounts.,Customer#000001085,BUILDING
41185,265,F,181412.23,12/7/1994,1-URGENT,Clerk#000000489,0,pending pearls across the bold excuses use flu,Customer#000000265,MACHINERY
41186,286,F,162714.19,11/23/1993,2-HIGH,Clerk#000000850,0,fluffily bold asymptotes dazzle blithe,Customer#000000286,HOUSEHOLD
41187,1246,F,159450.5,10/1/1993,5-LOW,Clerk#000000218,0,"blithely ironic packages sleep carefully special, express packages? f",Customer#000001246,BUILDING
41188,1324,O,40608.95,4/5/1998,1-URGENT,Clerk#000000883,0,blithely regular deposits sleep. blithely special packages use,Customer#000001324,AUTOMOBILE
41189,1025,F,164944.25,7/15/1994,5-LOW,Clerk#000000885,0,carefully pending asymptotes nag. final accounts lose q,Customer#000001025,AUTOMOBILE
41190,826,F,196007.29,9/26/1993,2-HIGH,Clerk#000000174,0,"express, express platelets hinder above the packages. slyly ironic instruction",Customer#000000826,BUILDING
41191,791,O,251239.1,3/3/1998,2-HIGH,Clerk#000000538,0,"ironic, ironic attainments hinder. even pinto beans acros",Customer#000000791,HOUSEHOLD
41216,235,F,69772.61,7/2/1994,4-NOT SPECIFIED,Clerk#000000692,0,quickly ironic platelets cajole,Customer#000000235,AUTOMOBILE
41217,307,O,50670.18,7/14/1995,2-HIGH,Clerk#000000795,0,"final, special packages sleep. carefully regular",Customer#000000307,FURNITURE
41218,1399,O,155689.43,10/21/1996,1-URGENT,Clerk#000000750,0,carefully unusual Tiresias haggle according to the quickly regular pinto b,Customer#000001399,AUTOMOBILE
41219,371,F,124208.07,7/5/1992,2-HIGH,Clerk#000000873,0,slyly ironic decoys affix. furiously unusual reques,Customer#000000371,AUTOMOBILE
41220,676,O,117159.48,8/16/1997,4-NOT SPECIFIED,Clerk#000000834,0,carefully ironic pa,Customer#000000676,HOUSEHOLD
41221,991,F,46056.26,9/13/1994,1-URGENT,Clerk#000000162,0,"special, final accounts cajole carefully fi",Customer#000000991,AUTOMOBILE
41222,527,O,60843.19,3/23/1998,2-HIGH,Clerk#000000009,0,fluffily final dolphins maintain c,Customer#000000527,HOUSEHOLD
41223,1310,O,182070.61,10/31/1997,1-URGENT,Clerk#000000992,0,"regular, bold theodolites cajole carefully carefully silent i",Customer#000001310,HOUSEHOLD
41248,1369,O,261184.35,3/29/1998,1-URGENT,Clerk#000000103,0,even asymptotes are furiously regular requests. silent instructions wake,Customer#000001369,AUTOMOBILE
41249,575,O,150366.21,4/25/1998,3-MEDIUM,Clerk#000000861,0,ironic theodolites alongside o,Customer#000000575,BUILDING
41250,70,O,282077.63,6/4/1996,5-LOW,Clerk#000000265,0,slyly regular packages wake carefully. blithely final asymptotes haggle sly,Customer#000000070,FURNITURE
41251,1207,O,106692.16,2/21/1998,1-URGENT,Clerk#000000131,0,deposits above the regular deposits thrash fluffily af,Customer#000001207,AUTOMOBILE
41252,1211,O,41784.97,2/2/1997,2-HIGH,Clerk#000000623,0,ironic packages cajole quickly even sentime,Customer#000001211,HOUSEHOLD
41253,538,F,237922.87,5/8/1994,3-MEDIUM,Clerk#000000721,0,requests after the,Customer#000000538,MACHINERY
41254,1289,F,226000.65,1/11/1995,1-URGENT,Clerk#000000813,0,quickly regular accounts believe,Customer#000001289,MACHINERY
41255,1207,F,131337.82,10/19/1994,5-LOW,Clerk#000000881,0,slyly pending instructions sleep furiously according to the carefully,Customer#000001207,AUTOMOBILE
41280,1309,O,79260.12,9/5/1996,3-MEDIUM,Clerk#000000556,0,careful requests solve quietly regular r,Customer#000001309,AUTOMOBILE
41281,502,F,40592.94,1/12/1992,1-URGENT,Clerk#000000532,0,even deposits among the s,Customer#000000502,HOUSEHOLD
41282,206,F,160186.21,7/5/1994,3-MEDIUM,Clerk#000000226,0,excuses across the slyly,Customer#000000206,AUTOMOBILE
41283,631,O,181962.99,3/25/1996,2-HIGH,Clerk#000000796,0,deposits integrate furiously around the furiously express packages: alway,Customer#000000631,MACHINERY
41284,598,O,195440.84,7/22/1998,1-URGENT,Clerk#000000277,0,carefully pending instructions are caref,Customer#000000598,FURNITURE
41285,94,O,288986.16,2/19/1998,3-MEDIUM,Clerk#000000450,0,"regular, pending accounts along the foxes",Customer#000000094,HOUSEHOLD
41286,806,F,215066.03,9/17/1992,3-MEDIUM,Clerk#000000881,0,silently ironic pains betwee,Customer#000000806,FURNITURE
41287,191,O,92343.55,3/12/1996,4-NOT SPECIFIED,Clerk#000000457,0,bold theodolites are slyly according t,Customer#000000191,BUILDING
41312,1004,F,203894.86,2/1/1992,4-NOT SPECIFIED,Clerk#000000415,0,"regular, bold excus",Customer#000001004,MACHINERY
41313,1330,F,77310.03,12/21/1992,5-LOW,Clerk#000000773,0,thinly ironic platelets a,Customer#000001330,BUILDING
41314,1096,O,250813.89,5/7/1997,2-HIGH,Clerk#000000070,0,fluffily express pinto beans bo,Customer#000001096,FURNITURE
41315,643,O,158796.21,7/24/1998,3-MEDIUM,Clerk#000000954,0,quickly final packages nod slyly s,Customer#000000643,FURNITURE
41316,179,F,231933.54,7/22/1994,4-NOT SPECIFIED,Clerk#000000894,0,final epitaphs lose blithel,Customer#000000179,MACHINERY
41317,470,O,275436.21,5/12/1998,4-NOT SPECIFIED,Clerk#000000100,0,ironic instructions after the furiously silent instructions a,Customer#000000470,HOUSEHOLD
41318,166,O,255514,10/10/1995,5-LOW,Clerk#000000924,0,special accounts use,Customer#000000166,FURNITURE
41319,950,F,24925.8,6/14/1992,3-MEDIUM,Clerk#000000276,0,furiously sly requests haggle carefully express theodol,Customer#000000950,FURNITURE
41344,193,F,31522.43,4/14/1992,1-URGENT,Clerk#000000498,0,fluffily pending req,Customer#000000193,MACHINERY
41345,1306,F,214018.45,2/3/1992,3-MEDIUM,Clerk#000000679,0,"bold deposits integrate regular, even pinto beans. furiously reg",Customer#000001306,MACHINERY
41346,884,O,42142.05,2/10/1997,5-LOW,Clerk#000000012,0,express accounts sleep slyly carefully special instructions. qu,Customer#000000884,FURNITURE
41347,725,F,115690.74,10/6/1993,4-NOT SPECIFIED,Clerk#000000345,0,special asymptotes,Customer#000000725,FURNITURE
41348,1339,O,140974.54,11/19/1996,3-MEDIUM,Clerk#000000383,0,furiously final packages among the,Customer#000001339,MACHINERY
41349,1298,O,166620.41,12/18/1995,1-URGENT,Clerk#000000232,0,regular asymptotes wake slyly. silently stealthy accounts along,Customer#000001298,AUTOMOBILE
41350,271,F,99858.06,5/9/1993,3-MEDIUM,Clerk#000000547,0,silent courts are slyly. fluffily expr,Customer#000000271,MACHINERY
41351,250,F,147475.13,9/24/1993,4-NOT SPECIFIED,Clerk#000000151,0,furiously final deposits about the carefully bold deposits cajole even,Customer#000000250,FURNITURE
41376,1270,F,177085.42,12/13/1992,3-MEDIUM,Clerk#000000900,0,pending deposits are b,Customer#000001270,MACHINERY
41377,284,O,47684.45,12/18/1995,4-NOT SPECIFIED,Clerk#000000755,0,"special, regular ideas aga",Customer#000000284,AUTOMOBILE
41378,664,F,92977.66,10/30/1992,4-NOT SPECIFIED,Clerk#000000096,0,"foxes promise carefully. brave, ironic packages are express, blith",Customer#000000664,BUILDING
41379,1384,F,222389.91,2/17/1993,5-LOW,Clerk#000000857,0,"final, ironic packages along the express requests use alongside of the a",Customer#000001384,HOUSEHOLD
41380,506,O,188420.26,5/4/1998,4-NOT SPECIFIED,Clerk#000000463,0,fluffily final accounts cajole carefully beneath the care,Customer#000000506,HOUSEHOLD
41381,328,O,1006.33,2/14/1996,5-LOW,Clerk#000000760,0,deposits wake caref,Customer#000000328,BUILDING
41382,77,O,59737.67,11/12/1997,2-HIGH,Clerk#000000450,0,blithely regular packages are fluffi,Customer#000000077,BUILDING
41383,943,F,117161.25,5/13/1993,5-LOW,Clerk#000000145,0,carefully regular requests serve slyly according to the quickly b,Customer#000000943,FURNITURE
41408,224,O,219335.58,8/19/1995,4-NOT SPECIFIED,Clerk#000000116,0,final packages use carefully final pinto beans? quickly speci,Customer#000000224,BUILDING
41409,130,O,200338.61,7/22/1995,4-NOT SPECIFIED,Clerk#000000777,0,furiously final frets about the accounts are carefully even package,Customer#000000130,HOUSEHOLD
41410,215,F,1402.99,4/21/1992,2-HIGH,Clerk#000000558,0,slyly regular requests wake. final,Customer#000000215,FURNITURE
41411,796,O,71331.76,10/10/1995,1-URGENT,Clerk#000000650,0,ironic deposits along the ironic requests haggle,Customer#000000796,HOUSEHOLD
41412,320,F,151111.89,9/18/1994,4-NOT SPECIFIED,Clerk#000000808,0,"blithely ironic packages affix. final requests lose quickly. express, expres",Customer#000000320,MACHINERY
41413,16,O,179630.05,11/17/1995,5-LOW,Clerk#000000868,0,carefully ironic requests print. blithely regular accounts unwind blit,Customer#000000016,FURNITURE
41414,223,F,27900.62,5/13/1993,1-URGENT,Clerk#000000114,0,blithely unusual deposits cajole blithely. fluffily reg,Customer#000000223,BUILDING
41415,1150,F,278431.87,11/11/1994,5-LOW,Clerk#000000290,0,enticing deposits wake among the,Customer#000001150,MACHINERY
41440,1150,F,164083.66,9/23/1994,2-HIGH,Clerk#000000044,0,carefully final instructions wake gifts. blithely silent theodol,Customer#000001150,MACHINERY
41441,1420,F,70917.01,1/24/1992,3-MEDIUM,Clerk#000000078,0,blithely bold dependencies dazzle blithely across the blithely final,Customer#000001420,AUTOMOBILE
41442,649,F,119866.91,5/8/1994,2-HIGH,Clerk#000000534,0,"silent, special accounts integrate against the instructions.",Customer#000000649,BUILDING
41443,709,O,109455.8,1/7/1996,2-HIGH,Clerk#000000149,0,final frays against the slyly pending theodolites ha,Customer#000000709,BUILDING
41444,1057,O,46180.1,6/20/1998,5-LOW,Clerk#000000374,0,fluffily enticing dependencies grow carefully. ironic patterns thrash,Customer#000001057,AUTOMOBILE
41445,61,O,392172.9,2/8/1996,4-NOT SPECIFIED,Clerk#000000411,0,"slyly express accounts nag blithely final, special as",Customer#000000061,FURNITURE
41446,313,F,94981.03,11/3/1994,4-NOT SPECIFIED,Clerk#000000933,0,furiously final pinto beans against the carefully ironic p,Customer#000000313,HOUSEHOLD
41447,922,O,97153.94,4/1/1997,3-MEDIUM,Clerk#000000267,0,furiously express accounts sublate bli,Customer#000000922,BUILDING
41472,296,F,173483.13,1/24/1993,5-LOW,Clerk#000000913,0,requests sleep against the furiously final accounts. slyly bold asymptotes,Customer#000000296,BUILDING
41473,80,O,42518.45,9/29/1997,4-NOT SPECIFIED,Clerk#000000349,0,even asymptotes are alo,Customer#000000080,FURNITURE
41474,584,F,172888.05,4/21/1994,4-NOT SPECIFIED,Clerk#000000510,0,slyly even instructions are. finally regular reques,Customer#000000584,MACHINERY
41475,1153,O,237168.38,4/29/1998,3-MEDIUM,Clerk#000000075,0,pinto beans according to the fluffily regular courts,Customer#000001153,HOUSEHOLD
41476,395,F,201614.3,6/1/1993,2-HIGH,Clerk#000000749,0,furiously express instructions above the even requests,Customer#000000395,HOUSEHOLD
41477,1027,O,75284.14,4/26/1998,1-URGENT,Clerk#000000208,0,blithely regular requests are furiously about the accounts. reques,Customer#000001027,BUILDING
41478,722,O,26372.21,12/4/1996,1-URGENT,Clerk#000000694,0,carefully final deposits haggle,Customer#000000722,BUILDING
41479,677,F,38851.41,4/28/1994,4-NOT SPECIFIED,Clerk#000000070,0,theodolites around the requests unwind carefully alway,Customer#000000677,AUTOMOBILE
41504,1426,F,193785.71,10/29/1992,1-URGENT,Clerk#000000807,0,express requests affix against the regular accou,Customer#000001426,HOUSEHOLD
41505,1102,F,173788.68,4/28/1993,5-LOW,Clerk#000000242,0,waters sleep according to,Customer#000001102,HOUSEHOLD
41506,1355,O,198063.24,8/14/1996,1-URGENT,Clerk#000000402,0,"final, final instructions hag",Customer#000001355,AUTOMOBILE
41507,706,F,30713.45,10/28/1993,1-URGENT,Clerk#000000645,0,carefully regular asymptotes are along the furiously ironic depos,Customer#000000706,AUTOMOBILE
41508,1150,F,243633.07,9/25/1993,2-HIGH,Clerk#000000938,0,blithely even instructions,Customer#000001150,MACHINERY
41509,113,F,35769.97,11/27/1993,2-HIGH,Clerk#000000047,0,slyly regular accounts snooze,Customer#000000113,BUILDING
41510,616,F,19506.76,1/31/1992,4-NOT SPECIFIED,Clerk#000000458,0,slyly silent asymptotes according to,Customer#000000616,FURNITURE
41511,610,F,119648.72,10/1/1994,3-MEDIUM,Clerk#000000685,0,packages poach carefully. care,Customer#000000610,BUILDING
41536,727,O,219779.01,9/5/1996,1-URGENT,Clerk#000000685,0,even packages affix blithely unusual courts.,Customer#000000727,FURNITURE
41537,520,O,167542.25,11/6/1996,5-LOW,Clerk#000000039,0,quickly final excuses must integrat,Customer#000000520,HOUSEHOLD
41538,1048,O,45280.3,10/25/1996,4-NOT SPECIFIED,Clerk#000000777,0,deposits ought to haggle slyly. regular platelets wake furiously. unus,Customer#000001048,BUILDING
41539,746,P,259340.26,5/4/1995,2-HIGH,Clerk#000000071,0,furiously pending dolp,Customer#000000746,MACHINERY
41540,338,O,279449.03,12/29/1996,2-HIGH,Clerk#000000059,0,silent deposits alongside of the sly,Customer#000000338,FURNITURE
41541,329,O,209428.83,11/18/1996,2-HIGH,Clerk#000000164,0,fluffily unusual theodolites haggle against the final deposits. car,Customer#000000329,BUILDING
41542,805,F,106965.29,9/27/1994,2-HIGH,Clerk#000000374,0,"final, special requests use according",Customer#000000805,BUILDING
41543,1462,F,231265.53,2/7/1994,5-LOW,Clerk#000000052,0,regular asymptotes eat. regular pinto beans cajole fur,Customer#000001462,FURNITURE
41568,1219,F,6802.69,6/16/1993,4-NOT SPECIFIED,Clerk#000000677,0,"regular, ironic deposits nag slyly after the doggedly even",Customer#000001219,FURNITURE
41569,1045,F,181929.53,7/22/1993,1-URGENT,Clerk#000000685,0,fluffily final accounts wake thinly above the fluffily special requests.,Customer#000001045,HOUSEHOLD
41570,197,F,210362.74,12/4/1993,4-NOT SPECIFIED,Clerk#000000717,0,carefully regular accounts boost. quickly quiet asymptotes us,Customer#000000197,AUTOMOBILE
41571,659,P,208679.19,6/7/1995,5-LOW,Clerk#000000645,0,express accounts wake quickl,Customer#000000659,HOUSEHOLD
41572,815,O,225125.03,3/4/1997,3-MEDIUM,Clerk#000000236,0,"even, quick theodolit",Customer#000000815,HOUSEHOLD
41573,284,O,204906.98,2/29/1996,4-NOT SPECIFIED,Clerk#000000102,0,Tiresias before the slyly regular theo,Customer#000000284,AUTOMOBILE
41574,289,F,167928.81,9/21/1993,2-HIGH,Clerk#000000800,0,"even, unusual instructions after the furiously regular foxes",Customer#000000289,AUTOMOBILE
41575,373,O,211618.78,8/19/1997,2-HIGH,Clerk#000000054,0,furiously ironic ideas snooze blithely along the slyly,Customer#000000373,MACHINERY
41600,4,O,192516.42,4/6/1997,2-HIGH,Clerk#000000199,0,regular requests affix blithely dogged dependencies-- even packages ac,Customer#000000004,MACHINERY
41601,310,F,101691.7,10/4/1994,3-MEDIUM,Clerk#000000362,0,regular instructions wake regular instructions. enticingly dar,Customer#000000310,FURNITURE
41602,295,O,59301.18,8/14/1995,3-MEDIUM,Clerk#000000238,0,quickly final sheaves nag furiously boldly final hockey players. pinto,Customer#000000295,HOUSEHOLD
41603,203,O,85191.24,7/19/1997,1-URGENT,Clerk#000000297,0,Tiresias use carefully after the permanently bold deposits. carefully fi,Customer#000000203,MACHINERY
41604,377,F,34489.47,2/11/1994,3-MEDIUM,Clerk#000000612,0,accounts doze slyly express instructions.,Customer#000000377,MACHINERY
41605,1075,F,48020.52,12/26/1993,3-MEDIUM,Clerk#000000766,0,"ironic, final instructions detec",Customer#000001075,BUILDING
41606,700,F,159610.71,6/24/1994,2-HIGH,Clerk#000000957,0,blithely ironic pinto beans believe quickl,Customer#000000700,MACHINERY
41607,205,F,195175.13,12/20/1994,3-MEDIUM,Clerk#000000617,0,regular foxes sleep carefully after the special attainm,Customer#000000205,BUILDING
41632,1163,F,162265.12,12/2/1993,5-LOW,Clerk#000000815,0,ironic pinto beans doubt quickly. carefully thin dependencies about the qu,Customer#000001163,BUILDING
41633,1153,F,159408.89,11/10/1993,5-LOW,Clerk#000000508,0,furiously bold theodolites nag inside the blithely final escapades. fluffily,Customer#000001153,HOUSEHOLD
41634,1085,F,231812.88,12/9/1992,4-NOT SPECIFIED,Clerk#000000303,0,"courts believe carefully unusual, thin pinto b",Customer#000001085,BUILDING
41635,196,F,111917.08,8/28/1993,3-MEDIUM,Clerk#000000924,0,slyly unusual foxes sleep furiously around the always regular deposits.,Customer#000000196,FURNITURE
41636,1136,F,248800.09,8/15/1994,1-URGENT,Clerk#000000648,0,regular dependencies haggle. ironic de,Customer#000001136,FURNITURE
41637,535,F,165476.72,5/6/1993,4-NOT SPECIFIED,Clerk#000000453,0,doggedly even deposits use blithely about the wartho,Customer#000000535,BUILDING
41638,1435,F,61282.52,5/22/1993,4-NOT SPECIFIED,Clerk#000000125,0,fluffily regular excuses serve according to the evenly,Customer#000001435,AUTOMOBILE
41639,830,O,161595.15,3/16/1996,1-URGENT,Clerk#000000926,0,asymptotes nag furiously,Customer#000000830,AUTOMOBILE
41664,1345,O,61667.39,12/5/1995,1-URGENT,Clerk#000000301,0,"unusual, unusual deposits wake slyly. silent ideas are abo",Customer#000001345,BUILDING
41665,1303,O,120739.32,7/15/1996,2-HIGH,Clerk#000000141,0,carefully regular asymptotes ha,Customer#000001303,MACHINERY
41666,661,F,210742.99,3/4/1992,3-MEDIUM,Clerk#000000177,0,slyly even requests after the ironic sentiments integr,Customer#000000661,HOUSEHOLD
41667,77,F,188975.01,6/21/1992,2-HIGH,Clerk#000000213,0,unusual packages integrate. quickly bold pinto beans slee,Customer#000000077,BUILDING
41668,1318,O,1317.77,5/8/1996,5-LOW,Clerk#000000905,0,blithely express requests haggle quietly. frets sleep. carefully,Customer#000001318,BUILDING
41669,1492,O,151154.25,11/15/1997,4-NOT SPECIFIED,Clerk#000000325,0,even deposits nag fluffily carefully sile,Customer#000001492,HOUSEHOLD
41670,998,O,125935.83,8/22/1996,1-URGENT,Clerk#000000191,0,"regular, special deposits use blit",Customer#000000998,MACHINERY
41671,487,F,112129.35,12/4/1992,1-URGENT,Clerk#000000633,0,slyly final deposits cajole quickly accounts. stealthily ironic dugou,Customer#000000487,AUTOMOBILE
41696,1486,F,46317.29,7/14/1994,4-NOT SPECIFIED,Clerk#000000097,0,"carefully regular requests should have to serve. regular, regular courts are",Customer#000001486,BUILDING
41697,865,O,130361.46,12/17/1996,2-HIGH,Clerk#000000648,0,regular theodolites detect fluffily special theodolit,Customer#000000865,BUILDING
41698,491,O,5532.94,3/28/1998,1-URGENT,Clerk#000000301,0,carefully ironic requests wake slyly regular p,Customer#000000491,AUTOMOBILE
41699,325,F,30799.22,1/31/1993,2-HIGH,Clerk#000000650,0,"never ironic ideas doze fluffily. permanent, express",Customer#000000325,HOUSEHOLD
41700,613,O,201610.13,6/28/1997,4-NOT SPECIFIED,Clerk#000000534,0,carefully bold theodolites haggle deposit,Customer#000000613,AUTOMOBILE
41701,43,O,163797.93,2/26/1997,5-LOW,Clerk#000000297,0,carefully regular deposits shall solve carefully even packages. quickly i,Customer#000000043,MACHINERY
41702,1180,F,172991.16,12/23/1993,4-NOT SPECIFIED,Clerk#000000493,0,unusual packages cajole. quickly expr,Customer#000001180,BUILDING
41703,181,F,208313.64,5/8/1992,4-NOT SPECIFIED,Clerk#000000734,0,blithely final accounts run closely furious deposi,Customer#000000181,FURNITURE
41728,79,F,334328.33,10/1/1994,2-HIGH,Clerk#000000742,0,blithely express accounts across the account,Customer#000000079,MACHINERY
41729,1435,F,6764.61,1/22/1993,2-HIGH,Clerk#000000352,0,furiously ironic instructions detect quickly silent epitaphs.,Customer#000001435,AUTOMOBILE
41730,812,O,171065.06,11/17/1996,1-URGENT,Clerk#000000101,0,quickly ironic deposits wake fluffily,Customer#000000812,BUILDING
41731,1499,O,28436.09,4/5/1996,2-HIGH,Clerk#000000983,0,"regular, even dependencies haggle. regular pinto beans above",Customer#000001499,AUTOMOBILE
41732,139,F,98374.05,8/10/1994,4-NOT SPECIFIED,Clerk#000000679,0,special ideas against the fluffily bold dependencies use carefully among,Customer#000000139,MACHINERY
41733,650,O,47215.31,11/17/1997,4-NOT SPECIFIED,Clerk#000000575,0,"regular, slow ideas nag. fluffily even requests hag",Customer#000000650,AUTOMOBILE
41734,280,F,177516.01,12/20/1993,3-MEDIUM,Clerk#000000936,0,blithely express packages,Customer#000000280,BUILDING
41735,1211,O,60952.16,9/3/1996,4-NOT SPECIFIED,Clerk#000000497,0,carefully special accounts run carefully slyl,Customer#000001211,HOUSEHOLD
41760,463,F,230987.59,1/28/1992,5-LOW,Clerk#000000154,0,fluffily even theodolites boost blithely around the fluffi,Customer#000000463,HOUSEHOLD
41761,649,O,66631.43,6/5/1998,5-LOW,Clerk#000000010,0,"bold, bold dependencies run blithely. regular accounts h",Customer#000000649,BUILDING
41762,1427,O,125047.14,4/5/1997,5-LOW,Clerk#000000673,0,carefully regular foxes wake slyly special theodolite,Customer#000001427,AUTOMOBILE
41763,319,F,120099.25,6/11/1993,4-NOT SPECIFIED,Clerk#000000277,0,slyly regular asymptotes cajole fluffily. furious excuses nag slyl,Customer#000000319,FURNITURE
41764,299,F,202689.1,10/6/1994,4-NOT SPECIFIED,Clerk#000000539,0,carefully pending instructions detect furiously slyly unusual acco,Customer#000000299,HOUSEHOLD
41765,1055,F,194186.07,12/10/1994,3-MEDIUM,Clerk#000000945,0,"express, regular asymptotes against the blithely expr",Customer#000001055,HOUSEHOLD
41766,349,F,266358.29,9/12/1992,1-URGENT,Clerk#000000292,0,fluffily ironic ideas af,Customer#000000349,BUILDING
41767,1375,F,147288.49,7/21/1994,2-HIGH,Clerk#000000656,0,bold pinto beans sleep furiously. furiously,Customer#000001375,BUILDING
41792,1015,O,41431.18,7/15/1997,4-NOT SPECIFIED,Clerk#000000482,0,quickly final deposits along,Customer#000001015,HOUSEHOLD
41793,466,F,166121.32,5/16/1994,2-HIGH,Clerk#000000547,0,carefully unusual requests about the slyly silent pinto,Customer#000000466,MACHINERY
41794,340,P,169790.75,5/28/1995,1-URGENT,Clerk#000000989,0,furiously final pinto beans affix carefully regular packages. care,Customer#000000340,BUILDING
41795,469,O,83857.96,9/16/1996,5-LOW,Clerk#000000269,0,blithely special ideas sublate s,Customer#000000469,BUILDING
41796,1264,O,19622.59,1/16/1998,4-NOT SPECIFIED,Clerk#000000533,0,slyly regular foxes haggle blit,Customer#000001264,MACHINERY
41797,757,O,110033.71,4/4/1996,3-MEDIUM,Clerk#000000139,0,final dugouts sleep. carefully ironic excuses no,Customer#000000757,AUTOMOBILE
41798,769,F,166409.86,11/11/1992,5-LOW,Clerk#000000619,0,carefully special packages,Customer#000000769,HOUSEHOLD
41799,560,F,53175.52,6/24/1994,2-HIGH,Clerk#000000781,0,furiously final packages use. furiously express foxes,Customer#000000560,BUILDING
41824,1057,F,229043.09,7/5/1993,4-NOT SPECIFIED,Clerk#000000902,0,"quick, even theodolites",Customer#000001057,AUTOMOBILE
41825,805,F,120577.78,8/23/1994,1-URGENT,Clerk#000000822,0,carefully bold depos,Customer#000000805,BUILDING
41826,488,F,228377.99,10/17/1993,3-MEDIUM,Clerk#000000142,0,furiously express packages cajole. thin pinto beans use quickly. slyly unusua,Customer#000000488,AUTOMOBILE
41827,670,O,50290.25,12/4/1995,2-HIGH,Clerk#000000392,0,"furiously bold foxes detect. regular, unusual acc",Customer#000000670,BUILDING
41828,962,O,12743.81,11/6/1996,4-NOT SPECIFIED,Clerk#000000218,0,quickly regular foxes sleep according to th,Customer#000000962,BUILDING
41829,589,O,238845.97,10/27/1997,4-NOT SPECIFIED,Clerk#000000549,0,quickly regular instructions nag,Customer#000000589,FURNITURE
41830,1303,F,188418.63,2/18/1992,5-LOW,Clerk#000000470,0,quickly regular asymptotes cajole carefully. even reques,Customer#000001303,MACHINERY
41831,878,F,196085.89,7/22/1992,4-NOT SPECIFIED,Clerk#000000259,0,"ironic, ironic packages after the regular ideas haggle furious",Customer#000000878,FURNITURE
41856,1213,F,57945.37,9/1/1993,2-HIGH,Clerk#000000074,0,blithely ironic platelets lose bold ideas. bold instructio,Customer#000001213,HOUSEHOLD
41857,256,O,145685.01,5/7/1995,5-LOW,Clerk#000000663,0,"final, express waters affix blithely bold accounts. pinto beans",Customer#000000256,HOUSEHOLD
41858,1099,O,291456.33,12/4/1997,4-NOT SPECIFIED,Clerk#000000643,0,"pending, unusual foxes about the furiously regu",Customer#000001099,AUTOMOBILE
41859,583,O,105631.04,2/18/1997,5-LOW,Clerk#000000510,0,"even, special depos",Customer#000000583,HOUSEHOLD
41860,545,O,47006.68,5/11/1997,4-NOT SPECIFIED,Clerk#000000883,0,theodolites cajole quickly around the pinto beans. slyly,Customer#000000545,AUTOMOBILE
41861,520,F,259149.04,11/27/1993,5-LOW,Clerk#000000889,0,blithely express pinto beans cajo,Customer#000000520,HOUSEHOLD
41862,1153,O,215341.05,1/29/1997,4-NOT SPECIFIED,Clerk#000000669,0,bold attainments inside the bold ideas sleep alongside of,Customer#000001153,HOUSEHOLD
