starttime,day,month,year,quarter,hour,minute
11/22/2014 16:48,22,11,2014,4,16,48
9/3/2015 18:20,3,9,2015,3,18,20
5/19/2015 18:52,19,5,2015,2,18,52
11/3/2014 0:30,3,11,2014,4,0,30
4/26/2015 17:27,26,4,2015,2,17,27
6/6/2015 1:39,6,6,2015,2,1,39
6/11/2015 8:40,11,6,2015,2,8,40
6/17/2015 12:17,17,6,2015,2,12,17
12/28/2014 12:46,28,12,2014,4,12,46
7/10/2015 11:27,10,7,2015,3,11,27
4/14/2015 8:17,14,4,2015,2,8,17
8/28/2015 9:24,28,8,2015,3,9,24
7/12/2015 10:23,12,7,2015,3,10,23
6/22/2015 20:01,22,6,2015,2,20,1
7/22/2015 10:36,22,7,2015,3,10,36
4/10/2015 9:34,10,4,2015,2,9,34
6/6/2015 10:28,6,6,2015,2,10,28
8/25/2015 16:40,25,8,2015,3,16,40
10/5/2015 15:29,5,10,2015,4,15,29
12/22/2014 12:13,22,12,2014,4,12,13
9/15/2015 9:36,15,9,2015,3,9,36
4/5/2015 16:42,5,4,2015,2,16,42
6/7/2015 10:35,7,6,2015,2,10,35
8/2/2015 9:07,2,8,2015,3,9,7
1/20/2015 15:15,20,1,2015,1,15,15
12/6/2014 16:38,6,12,2014,4,16,38
11/19/2014 16:46,19,11,2014,4,16,46
8/5/2015 2:54,5,8,2015,3,2,54
9/7/2015 18:17,7,9,2015,3,18,17
5/8/2015 18:04,8,5,2015,2,18,4
7/28/2015 20:20,28,7,2015,3,20,20
2/17/2015 14:43,17,2,2015,1,14,43
9/14/2015 13:23,14,9,2015,3,13,23
2/17/2015 6:40,17,2,2015,1,6,40
10/5/2015 8:10,5,10,2015,4,8,10
4/26/2015 10:41,26,4,2015,2,10,41
3/11/2015 19:32,11,3,2015,1,19,32
1/6/2015 18:12,6,1,2015,1,18,12
6/26/2015 12:58,26,6,2015,2,12,58
9/25/2015 16:53,25,9,2015,3,16,53
4/12/2015 15:37,12,4,2015,2,15,37
7/4/2015 23:13,4,7,2015,3,23,13
7/21/2015 14:24,21,7,2015,3,14,24
3/16/2015 21:59,16,3,2015,1,21,59
6/1/2015 16:46,1,6,2015,2,16,46
12/2/2014 23:58,2,12,2014,4,23,58
9/30/2015 15:55,30,9,2015,3,15,55
7/9/2015 20:15,9,7,2015,3,20,15
3/14/2015 14:37,14,3,2015,1,14,37
2/11/2015 11:38,11,2,2015,1,11,38
6/13/2015 17:07,13,6,2015,2,17,7
7/14/2015 11:55,14,7,2015,3,11,55
4/30/2015 17:16,30,4,2015,2,17,16
8/13/2015 17:42,13,8,2015,3,17,42
6/12/2015 13:18,12,6,2015,2,13,18
5/22/2015 18:46,22,5,2015,2,18,46
7/16/2015 14:40,16,7,2015,3,14,40
5/9/2015 15:34,9,5,2015,2,15,34
8/27/2015 8:08,27,8,2015,3,8,8
7/28/2015 20:48,28,7,2015,3,20,48
3/24/2015 18:25,24,3,2015,1,18,25
1/27/2015 10:57,27,1,2015,1,10,57
6/14/2015 14:38,14,6,2015,2,14,38
12/4/2014 15:08,4,12,2014,4,15,8
3/24/2015 9:06,24,3,2015,1,9,6
7/22/2015 17:20,22,7,2015,3,17,20
7/1/2015 8:57,1,7,2015,3,8,57
4/22/2015 8:02,22,4,2015,2,8,2
6/23/2015 12:00,23,6,2015,2,12,0
4/21/2015 8:09,21,4,2015,2,8,9
3/4/2015 9:06,4,3,2015,1,9,6
10/29/2014 11:34,29,10,2014,4,11,34
9/22/2015 8:39,22,9,2015,3,8,39
4/15/2015 10:48,15,4,2015,2,10,48
11/10/2014 17:34,10,11,2014,4,17,34
6/12/2015 6:22,12,6,2015,2,6,22
2/17/2015 15:14,17,2,2015,1,15,14
9/15/2015 1:14,15,9,2015,3,1,14
9/21/2015 11:03,21,9,2015,3,11,3
11/14/2014 14:11,14,11,2014,4,14,11
12/28/2014 12:14,28,12,2014,4,12,14
7/30/2015 15:24,30,7,2015,3,15,24
7/9/2015 18:44,9,7,2015,3,18,44
4/5/2015 16:06,5,4,2015,2,16,6
12/15/2014 8:13,15,12,2014,4,8,13
7/13/2015 18:50,13,7,2015,3,18,50
4/16/2015 9:52,16,4,2015,2,9,52
1/19/2015 12:59,19,1,2015,1,12,59
4/25/2015 15:00,25,4,2015,2,15,0
10/28/2014 17:25,28,10,2014,4,17,25
8/31/2015 15:41,31,8,2015,3,15,41
9/24/2015 20:45,24,9,2015,3,20,45
7/2/2015 14:29,2,7,2015,3,14,29
6/16/2015 9:19,16,6,2015,2,9,19
5/7/2015 23:43,7,5,2015,2,23,43
2/1/2015 13:11,1,2,2015,1,13,11
4/20/2015 17:25,20,4,2015,2,17,25
8/6/2015 14:33,6,8,2015,3,14,33
6/6/2015 11:35,6,6,2015,2,11,35
10/25/2014 14:55,25,10,2014,4,14,55
5/4/2015 13:44,4,5,2015,2,13,44
9/10/2015 16:33,10,9,2015,3,16,33
5/19/2015 21:04,19,5,2015,2,21,4
8/8/2015 17:45,8,8,2015,3,17,45
10/2/2015 14:04,2,10,2015,4,14,4
5/14/2015 17:21,14,5,2015,2,17,21
6/1/2015 7:41,1,6,2015,2,7,41
11/7/2014 15:04,7,11,2014,4,15,4
10/19/2014 15:10,19,10,2014,4,15,10
7/12/2015 10:27,12,7,2015,3,10,27
5/25/2015 12:09,25,5,2015,2,12,9
7/6/2015 18:41,6,7,2015,3,18,41
9/25/2015 11:53,25,9,2015,3,11,53
8/5/2015 13:32,5,8,2015,3,13,32
3/19/2015 12:26,19,3,2015,1,12,26
6/22/2015 17:50,22,6,2015,2,17,50
11/1/2014 15:23,1,11,2014,4,15,23
9/7/2015 17:41,7,9,2015,3,17,41
8/22/2015 17:25,22,8,2015,3,17,25
6/5/2015 9:22,5,6,2015,2,9,22
10/1/2015 20:01,1,10,2015,4,20,1
1/5/2015 9:25,5,1,2015,1,9,25
8/5/2015 17:38,5,8,2015,3,17,38
7/13/2015 15:19,13,7,2015,3,15,19
7/13/2015 12:49,13,7,2015,3,12,49
4/7/2015 18:17,7,4,2015,2,18,17
6/26/2015 12:31,26,6,2015,2,12,31
2/20/2015 7:28,20,2,2015,1,7,28
5/9/2015 12:58,9,5,2015,2,12,58
3/1/2015 12:07,1,3,2015,1,12,7
6/24/2015 18:20,24,6,2015,2,18,20
7/17/2015 14:20,17,7,2015,3,14,20
10/21/2014 12:15,21,10,2014,4,12,15
6/23/2015 13:40,23,6,2015,2,13,40
10/26/2014 13:23,26,10,2014,4,13,23
2/21/2015 12:24,21,2,2015,1,12,24
1/21/2015 17:15,21,1,2015,1,17,15
6/20/2015 8:34,20,6,2015,2,8,34
4/15/2015 18:31,15,4,2015,2,18,31
1/12/2015 9:45,12,1,2015,1,9,45
2/18/2015 12:23,18,2,2015,1,12,23
8/25/2015 17:54,25,8,2015,3,17,54
2/4/2015 8:40,4,2,2015,1,8,40
8/19/2015 17:58,19,8,2015,3,17,58
12/16/2014 9:52,16,12,2014,4,9,52
2/1/2015 10:03,1,2,2015,1,10,3
8/6/2015 21:00,6,8,2015,3,21,0
7/31/2015 9:00,31,7,2015,3,9,0
3/8/2015 14:19,8,3,2015,1,14,19
5/29/2015 17:06,29,5,2015,2,17,6
7/1/2015 20:29,1,7,2015,3,20,29
5/6/2015 17:30,6,5,2015,2,17,30
4/14/2015 14:59,14,4,2015,2,14,59
9/9/2015 17:43,9,9,2015,3,17,43
2/24/2015 18:22,24,2,2015,1,18,22
10/6/2015 9:06,6,10,2015,4,9,6
7/6/2015 15:56,6,7,2015,3,15,56
6/20/2015 9:55,20,6,2015,2,9,55
10/13/2014 18:01,13,10,2014,4,18,1
11/13/2014 8:57,13,11,2014,4,8,57
8/8/2015 12:58,8,8,2015,3,12,58
11/3/2014 12:13,3,11,2014,4,12,13
10/27/2014 14:30,27,10,2014,4,14,30
2/23/2015 21:34,23,2,2015,1,21,34
11/1/2014 17:00,1,11,2014,4,17,0
8/22/2015 15:27,22,8,2015,3,15,27
11/19/2014 7:54,19,11,2014,4,7,54
7/23/2015 11:59,23,7,2015,3,11,59
5/26/2015 18:26,26,5,2015,2,18,26
5/8/2015 12:39,8,5,2015,2,12,39
7/10/2015 13:11,10,7,2015,3,13,11
1/20/2015 12:51,20,1,2015,1,12,51
9/2/2015 10:10,2,9,2015,3,10,10
10/15/2014 21:12,15,10,2014,4,21,12
4/21/2015 9:16,21,4,2015,2,9,16
11/23/2014 12:11,23,11,2014,4,12,11
8/4/2015 10:46,4,8,2015,3,10,46
2/10/2015 19:13,10,2,2015,1,19,13
5/9/2015 13:25,9,5,2015,2,13,25
7/13/2015 8:38,13,7,2015,3,8,38
2/26/2015 8:00,26,2,2015,1,8,0
4/8/2015 13:59,8,4,2015,2,13,59
10/19/2014 19:45,19,10,2014,4,19,45
6/27/2015 12:17,27,6,2015,2,12,17
5/28/2015 18:44,28,5,2015,2,18,44
3/13/2015 11:16,13,3,2015,1,11,16
6/13/2015 13:07,13,6,2015,2,13,7
6/22/2015 13:23,22,6,2015,2,13,23
1/5/2015 9:28,5,1,2015,1,9,28
8/12/2015 0:46,12,8,2015,3,0,46
5/17/2015 14:07,17,5,2015,2,14,7
9/19/2015 12:15,19,9,2015,3,12,15
1/27/2015 7:48,27,1,2015,1,7,48
8/13/2015 18:04,13,8,2015,3,18,4
1/30/2015 8:43,30,1,2015,1,8,43
12/18/2014 9:47,18,12,2014,4,9,47
10/16/2014 14:26,16,10,2014,4,14,26
2/10/2015 16:08,10,2,2015,1,16,8
6/5/2015 10:11,5,6,2015,2,10,11
2/3/2015 20:36,3,2,2015,1,20,36
10/12/2015 9:44,12,10,2015,4,9,44
7/20/2015 15:02,20,7,2015,3,15,2
5/29/2015 16:15,29,5,2015,2,16,15
10/7/2015 21:07,7,10,2015,4,21,7
12/23/2014 20:07,23,12,2014,4,20,7
4/18/2015 9:02,18,4,2015,2,9,2
8/11/2015 8:47,11,8,2015,3,8,47
6/25/2015 16:55,25,6,2015,2,16,55
8/20/2015 23:12,20,8,2015,3,23,12
7/3/2015 17:08,3,7,2015,3,17,8
11/30/2014 14:44,30,11,2014,4,14,44
8/25/2015 10:14,25,8,2015,3,10,14
5/21/2015 8:58,21,5,2015,2,8,58
1/21/2015 7:47,21,1,2015,1,7,47
4/21/2015 16:12,21,4,2015,2,16,12
6/15/2015 17:40,15,6,2015,2,17,40
1/12/2015 13:46,12,1,2015,1,13,46
7/18/2015 16:44,18,7,2015,3,16,44
1/28/2015 13:57,28,1,2015,1,13,57
4/21/2015 9:10,21,4,2015,2,9,10
4/26/2015 11:50,26,4,2015,2,11,50
9/1/2015 19:53,1,9,2015,3,19,53
8/18/2015 15:29,18,8,2015,3,15,29
3/7/2015 11:17,7,3,2015,1,11,17
3/21/2015 19:56,21,3,2015,1,19,56
5/26/2015 19:39,26,5,2015,2,19,39
5/10/2015 14:57,10,5,2015,2,14,57
2/7/2015 9:51,7,2,2015,1,9,51
9/19/2015 19:35,19,9,2015,3,19,35
7/24/2015 16:15,24,7,2015,3,16,15
10/6/2015 14:47,6,10,2015,4,14,47
11/25/2014 17:36,25,11,2014,4,17,36
7/23/2015 12:08,23,7,2015,3,12,8
7/2/2015 22:50,2,7,2015,3,22,50
9/30/2015 17:29,30,9,2015,3,17,29
4/7/2015 1:09,7,4,2015,2,1,9
8/15/2015 13:04,15,8,2015,3,13,4
11/27/2014 12:33,27,11,2014,4,12,33
11/8/2014 17:21,8,11,2014,4,17,21
7/9/2015 17:29,9,7,2015,3,17,29
5/9/2015 18:43,9,5,2015,2,18,43
9/1/2015 14:54,1,9,2015,3,14,54
7/2/2015 16:15,2,7,2015,3,16,15
2/9/2015 12:09,9,2,2015,1,12,9
9/8/2015 20:52,8,9,2015,3,20,52
11/6/2014 12:22,6,11,2014,4,12,22
2/1/2015 20:27,1,2,2015,1,20,27
6/7/2015 16:40,7,6,2015,2,16,40
5/2/2015 10:55,2,5,2015,2,10,55
5/9/2015 13:23,9,5,2015,2,13,23
8/23/2015 10:59,23,8,2015,3,10,59
7/6/2015 9:44,6,7,2015,3,9,44
9/20/2015 13:00,20,9,2015,3,13,0
7/12/2015 21:17,12,7,2015,3,21,17
11/10/2014 7:55,10,11,2014,4,7,55
8/9/2015 16:19,9,8,2015,3,16,19
12/7/2014 9:26,7,12,2014,4,9,26
7/1/2015 18:03,1,7,2015,3,18,3
5/3/2015 17:05,3,5,2015,2,17,5
1/25/2015 13:01,25,1,2015,1,13,1
5/15/2015 17:30,15,5,2015,2,17,30
9/25/2015 12:47,25,9,2015,3,12,47
11/2/2014 16:28,2,11,2014,4,16,28
5/13/2015 13:31,13,5,2015,2,13,31
6/5/2015 12:30,5,6,2015,2,12,30
12/29/2014 13:05,29,12,2014,4,13,5
9/16/2015 13:07,16,9,2015,3,13,7
2/1/2015 11:16,1,2,2015,1,11,16
5/30/2015 17:33,30,5,2015,2,17,33
12/12/2014 8:57,12,12,2014,4,8,57
10/5/2015 7:49,5,10,2015,4,7,49
2/23/2015 8:03,23,2,2015,1,8,3
3/26/2015 16:57,26,3,2015,1,16,57
8/20/2015 13:30,20,8,2015,3,13,30
4/22/2015 7:40,22,4,2015,2,7,40
9/16/2015 14:23,16,9,2015,3,14,23
8/27/2015 14:27,27,8,2015,3,14,27
9/2/2015 16:11,2,9,2015,3,16,11
11/24/2014 8:55,24,11,2014,4,8,55
9/19/2015 9:34,19,9,2015,3,9,34
4/3/2015 19:33,3,4,2015,2,19,33
7/7/2015 20:40,7,7,2015,3,20,40
4/10/2015 15:42,10,4,2015,2,15,42
8/21/2015 17:56,21,8,2015,3,17,56
8/2/2015 17:58,2,8,2015,3,17,58
7/2/2015 16:50,2,7,2015,3,16,50
6/16/2015 19:27,16,6,2015,2,19,27
7/2/2015 19:53,2,7,2015,3,19,53
2/24/2015 10:18,24,2,2015,1,10,18
4/8/2015 9:13,8,4,2015,2,9,13
6/8/2015 17:49,8,6,2015,2,17,49
10/16/2014 19:38,16,10,2014,4,19,38
3/23/2015 11:07,23,3,2015,1,11,7
9/12/2015 21:10,12,9,2015,3,21,10
10/20/2014 12:19,20,10,2014,4,12,19
11/25/2014 18:05,25,11,2014,4,18,5
8/13/2015 7:46,13,8,2015,3,7,46
6/7/2015 19:49,7,6,2015,2,19,49
6/20/2015 13:07,20,6,2015,2,13,7
8/3/2015 14:15,3,8,2015,3,14,15
10/13/2014 20:29,13,10,2014,4,20,29
9/7/2015 15:09,7,9,2015,3,15,9
5/28/2015 11:38,28,5,2015,2,11,38
3/2/2015 15:24,2,3,2015,1,15,24
4/26/2015 17:16,26,4,2015,2,17,16
5/21/2015 8:05,21,5,2015,2,8,5
3/11/2015 14:40,11,3,2015,1,14,40
7/11/2015 8:46,11,7,2015,3,8,46
4/30/2015 16:28,30,4,2015,2,16,28
3/3/2015 12:29,3,3,2015,1,12,29
12/4/2014 18:01,4,12,2014,4,18,1
8/8/2015 19:53,8,8,2015,3,19,53
7/22/2015 14:31,22,7,2015,3,14,31
5/9/2015 17:50,9,5,2015,2,17,50
5/19/2015 7:53,19,5,2015,2,7,53
7/20/2015 16:13,20,7,2015,3,16,13
2/22/2015 16:58,22,2,2015,1,16,58
3/4/2015 8:44,4,3,2015,1,8,44
5/27/2015 9:13,27,5,2015,2,9,13
2/28/2015 13:17,28,2,2015,1,13,17
2/12/2015 10:48,12,2,2015,1,10,48
10/19/2014 15:05,19,10,2014,4,15,5
7/4/2015 14:31,4,7,2015,3,14,31
8/19/2015 14:44,19,8,2015,3,14,44
9/29/2015 0:57,29,9,2015,3,0,57
6/2/2015 17:47,2,6,2015,2,17,47
8/24/2015 16:01,24,8,2015,3,16,1
5/28/2015 16:31,28,5,2015,2,16,31
7/25/2015 12:11,25,7,2015,3,12,11
3/11/2015 13:45,11,3,2015,1,13,45
11/25/2014 16:57,25,11,2014,4,16,57
2/13/2015 13:58,13,2,2015,1,13,58
9/28/2015 15:16,28,9,2015,3,15,16
11/10/2014 14:29,10,11,2014,4,14,29
11/4/2014 9:32,4,11,2014,4,9,32
6/9/2015 18:33,9,6,2015,2,18,33
11/26/2014 8:28,26,11,2014,4,8,28
6/12/2015 19:59,12,6,2015,2,19,59
7/28/2015 9:50,28,7,2015,3,9,50
6/30/2015 15:26,30,6,2015,2,15,26
9/4/2015 4:37,4,9,2015,3,4,37
4/10/2015 12:47,10,4,2015,2,12,47
4/20/2015 20:26,20,4,2015,2,20,26
6/9/2015 16:23,9,6,2015,2,16,23
9/22/2015 9:00,22,9,2015,3,9,0
6/27/2015 21:54,27,6,2015,2,21,54
5/27/2015 11:55,27,5,2015,2,11,55
12/3/2014 10:52,3,12,2014,4,10,52
6/23/2015 9:23,23,6,2015,2,9,23
8/4/2015 14:05,4,8,2015,3,14,5
7/5/2015 14:07,5,7,2015,3,14,7
5/19/2015 21:41,19,5,2015,2,21,41
9/18/2015 7:31,18,9,2015,3,7,31
8/16/2015 11:46,16,8,2015,3,11,46
9/22/2015 16:04,22,9,2015,3,16,4
2/26/2015 9:44,26,2,2015,1,9,44
11/15/2014 15:31,15,11,2014,4,15,31
6/6/2015 17:22,6,6,2015,2,17,22
11/10/2014 17:43,10,11,2014,4,17,43
6/8/2015 12:47,8,6,2015,2,12,47
5/14/2015 11:33,14,5,2015,2,11,33
4/20/2015 7:57,20,4,2015,2,7,57
12/19/2014 8:24,19,12,2014,4,8,24
7/1/2015 7:57,1,7,2015,3,7,57
6/9/2015 20:00,9,6,2015,2,20,0
4/20/2015 18:44,20,4,2015,2,18,44
8/21/2015 15:23,21,8,2015,3,15,23
12/1/2014 12:13,1,12,2014,4,12,13
2/27/2015 16:57,27,2,2015,1,16,57
5/4/2015 6:22,4,5,2015,2,6,22
7/27/2015 14:32,27,7,2015,3,14,32
9/25/2015 4:42,25,9,2015,3,4,42
6/30/2015 21:20,30,6,2015,2,21,20
4/16/2015 11:19,16,4,2015,2,11,19
7/31/2015 7:05,31,7,2015,3,7,5
8/15/2015 19:05,15,8,2015,3,19,5
4/24/2015 19:34,24,4,2015,2,19,34
9/9/2015 5:49,9,9,2015,3,5,49
6/30/2015 7:06,30,6,2015,2,7,6
8/14/2015 8:26,14,8,2015,3,8,26
11/23/2014 13:03,23,11,2014,4,13,3
3/5/2015 12:27,5,3,2015,1,12,27
6/18/2015 18:14,18,6,2015,2,18,14
5/8/2015 18:13,8,5,2015,2,18,13
6/13/2015 18:08,13,6,2015,2,18,8
9/9/2015 9:55,9,9,2015,3,9,55
3/12/2015 6:12,12,3,2015,1,6,12
8/19/2015 12:00,19,8,2015,3,12,0
1/5/2015 9:23,5,1,2015,1,9,23
2/12/2015 16:56,12,2,2015,1,16,56
3/2/2015 8:56,2,3,2015,1,8,56
12/11/2014 11:03,11,12,2014,4,11,3
7/23/2015 9:51,23,7,2015,3,9,51
8/18/2015 11:27,18,8,2015,3,11,27
6/3/2015 6:51,3,6,2015,2,6,51
4/27/2015 23:10,27,4,2015,2,23,10
11/11/2014 16:30,11,11,2014,4,16,30
6/15/2015 18:53,15,6,2015,2,18,53
3/30/2015 10:40,30,3,2015,1,10,40
6/14/2015 20:41,14,6,2015,2,20,41
5/20/2015 9:12,20,5,2015,2,9,12
1/20/2015 23:28,20,1,2015,1,23,28
10/19/2014 15:53,19,10,2014,4,15,53
3/18/2015 13:33,18,3,2015,1,13,33
11/1/2014 9:41,1,11,2014,4,9,41
7/18/2015 14:54,18,7,2015,3,14,54
7/15/2015 8:37,15,7,2015,3,8,37
11/1/2014 15:46,1,11,2014,4,15,46
5/3/2015 15:41,3,5,2015,2,15,41
11/21/2014 9:53,21,11,2014,4,9,53
11/15/2014 15:56,15,11,2014,4,15,56
8/12/2015 9:13,12,8,2015,3,9,13
4/4/2015 9:51,4,4,2015,2,9,51
6/30/2015 11:23,30,6,2015,2,11,23
7/6/2015 20:32,6,7,2015,3,20,32
12/2/2014 11:15,2,12,2014,4,11,15
10/2/2015 19:22,2,10,2015,4,19,22
5/1/2015 14:16,1,5,2015,2,14,16
9/14/2015 12:38,14,9,2015,3,12,38
6/11/2015 19:00,11,6,2015,2,19,0
3/19/2015 17:07,19,3,2015,1,17,7
2/14/2015 12:45,14,2,2015,1,12,45
7/21/2015 19:33,21,7,2015,3,19,33
6/27/2015 18:53,27,6,2015,2,18,53
3/6/2015 5:19,6,3,2015,1,5,19
6/22/2015 8:38,22,6,2015,2,8,38
2/26/2015 18:53,26,2,2015,1,18,53
5/22/2015 16:30,22,5,2015,2,16,30
6/14/2015 16:03,14,6,2015,2,16,3
8/7/2015 12:11,7,8,2015,3,12,11
10/24/2014 16:03,24,10,2014,4,16,3
12/30/2014 8:50,30,12,2014,4,8,50
5/28/2015 17:12,28,5,2015,2,17,12
4/6/2015 17:11,6,4,2015,2,17,11
9/19/2015 18:21,19,9,2015,3,18,21
4/16/2015 17:25,16,4,2015,2,17,25
7/25/2015 12:43,25,7,2015,3,12,43
12/5/2014 8:39,5,12,2014,4,8,39
12/2/2014 9:24,2,12,2014,4,9,24
7/5/2015 20:54,5,7,2015,3,20,54
2/21/2015 16:13,21,2,2015,1,16,13
3/29/2015 11:34,29,3,2015,1,11,34
3/16/2015 10:21,16,3,2015,1,10,21
2/4/2015 7:56,4,2,2015,1,7,56
1/27/2015 16:14,27,1,2015,1,16,14
6/18/2015 20:17,18,6,2015,2,20,17
6/4/2015 14:50,4,6,2015,2,14,50
7/24/2015 9:33,24,7,2015,3,9,33
2/11/2015 15:26,11,2,2015,1,15,26
8/11/2015 10:36,11,8,2015,3,10,36
9/28/2015 13:44,28,9,2015,3,13,44
4/8/2015 14:05,8,4,2015,2,14,5
4/4/2015 18:01,4,4,2015,2,18,1
4/20/2015 18:58,20,4,2015,2,18,58
5/1/2015 14:52,1,5,2015,2,14,52
9/19/2015 17:24,19,9,2015,3,17,24
6/2/2015 17:14,2,6,2015,2,17,14
9/30/2015 7:42,30,9,2015,3,7,42
12/25/2014 14:54,25,12,2014,4,14,54
1/25/2015 16:11,25,1,2015,1,16,11
11/22/2014 19:58,22,11,2014,4,19,58
7/22/2015 7:21,22,7,2015,3,7,21
2/26/2015 9:22,26,2,2015,1,9,22
1/3/2015 15:50,3,1,2015,1,15,50
3/29/2015 16:43,29,3,2015,1,16,43
5/8/2015 15:16,8,5,2015,2,15,16
8/22/2015 14:26,22,8,2015,3,14,26
6/4/2015 20:47,4,6,2015,2,20,47
5/14/2015 13:03,14,5,2015,2,13,3
10/12/2015 8:10,12,10,2015,4,8,10
11/19/2014 7:23,19,11,2014,4,7,23
7/24/2015 18:58,24,7,2015,3,18,58
5/9/2015 15:55,9,5,2015,2,15,55
5/12/2015 14:12,12,5,2015,2,14,12
5/3/2015 13:26,3,5,2015,2,13,26
12/10/2014 13:57,10,12,2014,4,13,57
9/14/2015 7:47,14,9,2015,3,7,47
8/14/2015 12:33,14,8,2015,3,12,33
5/7/2015 17:39,7,5,2015,2,17,39
6/6/2015 15:22,6,6,2015,2,15,22
7/15/2015 16:08,15,7,2015,3,16,8
6/17/2015 21:40,17,6,2015,2,21,40
4/20/2015 8:18,20,4,2015,2,8,18
9/24/2015 17:46,24,9,2015,3,17,46
12/4/2014 16:46,4,12,2014,4,16,46
12/22/2014 9:11,22,12,2014,4,9,11
2/6/2015 0:00,6,2,2015,1,0,0
7/24/2015 13:02,24,7,2015,3,13,2
4/29/2015 7:24,29,4,2015,2,7,24
9/10/2015 16:48,10,9,2015,3,16,48
9/23/2015 9:02,23,9,2015,3,9,2
11/17/2014 18:48,17,11,2014,4,18,48
5/10/2015 11:12,10,5,2015,2,11,12
10/12/2015 8:15,12,10,2015,4,8,15
7/4/2015 14:59,4,7,2015,3,14,59
7/30/2015 11:42,30,7,2015,3,11,42
1/25/2015 14:41,25,1,2015,1,14,41
10/2/2015 18:26,2,10,2015,4,18,26
9/12/2015 13:00,12,9,2015,3,13,0
4/24/2015 18:12,24,4,2015,2,18,12
4/18/2015 12:56,18,4,2015,2,12,56
8/5/2015 18:16,5,8,2015,3,18,16
3/23/2015 22:36,23,3,2015,1,22,36
6/17/2015 17:31,17,6,2015,2,17,31
6/25/2015 11:40,25,6,2015,2,11,40
7/26/2015 13:58,26,7,2015,3,13,58
2/2/2015 10:17,2,2,2015,1,10,17
6/13/2015 15:52,13,6,2015,2,15,52
7/19/2015 8:56,19,7,2015,3,8,56
8/9/2015 23:29,9,8,2015,3,23,29
7/14/2015 18:42,14,7,2015,3,18,42
6/11/2015 11:37,11,6,2015,2,11,37
11/20/2014 8:34,20,11,2014,4,8,34
12/5/2014 19:20,5,12,2014,4,19,20
10/11/2015 18:43,11,10,2015,4,18,43
6/26/2015 12:02,26,6,2015,2,12,2
6/25/2015 15:54,25,6,2015,2,15,54
6/7/2015 8:19,7,6,2015,2,8,19
1/28/2015 11:55,28,1,2015,1,11,55
7/21/2015 18:37,21,7,2015,3,18,37
8/1/2015 18:00,1,8,2015,3,18,0
6/23/2015 17:49,23,6,2015,2,17,49
12/16/2014 8:43,16,12,2014,4,8,43
9/19/2015 15:55,19,9,2015,3,15,55
7/25/2015 15:30,25,7,2015,3,15,30
2/23/2015 12:37,23,2,2015,1,12,37
6/26/2015 15:33,26,6,2015,2,15,33
3/26/2015 9:28,26,3,2015,1,9,28
6/11/2015 0:05,11,6,2015,2,0,5
8/4/2015 14:24,4,8,2015,3,14,24
6/15/2015 16:25,15,6,2015,2,16,25
5/23/2015 18:58,23,5,2015,2,18,58
11/13/2014 8:31,13,11,2014,4,8,31
12/14/2014 16:38,14,12,2014,4,16,38
2/13/2015 11:45,13,2,2015,1,11,45
3/10/2015 17:06,10,3,2015,1,17,6
8/29/2015 13:34,29,8,2015,3,13,34
11/26/2014 8:25,26,11,2014,4,8,25
7/29/2015 7:06,29,7,2015,3,7,6
6/28/2015 12:13,28,6,2015,2,12,13
6/13/2015 10:36,13,6,2015,2,10,36
11/10/2014 13:02,10,11,2014,4,13,2
4/10/2015 11:19,10,4,2015,2,11,19
4/21/2015 12:44,21,4,2015,2,12,44
10/16/2014 13:18,16,10,2014,4,13,18
8/8/2015 10:43,8,8,2015,3,10,43
12/21/2014 12:19,21,12,2014,4,12,19
8/8/2015 13:16,8,8,2015,3,13,16
1/8/2015 20:09,8,1,2015,1,20,9
8/13/2015 10:36,13,8,2015,3,10,36
1/6/2015 20:33,6,1,2015,1,20,33
6/19/2015 19:54,19,6,2015,2,19,54
9/12/2015 22:13,12,9,2015,3,22,13
11/19/2014 8:23,19,11,2014,4,8,23
3/7/2015 14:38,7,3,2015,1,14,38
10/3/2015 18:43,3,10,2015,4,18,43
11/3/2014 13:17,3,11,2014,4,13,17
9/18/2015 18:02,18,9,2015,3,18,2
8/27/2015 17:27,27,8,2015,3,17,27
10/5/2015 16:38,5,10,2015,4,16,38
5/28/2015 7:49,28,5,2015,2,7,49
10/15/2014 16:26,15,10,2014,4,16,26
1/8/2015 12:53,8,1,2015,1,12,53
5/16/2015 7:35,16,5,2015,2,7,35
5/5/2015 17:06,5,5,2015,2,17,6
3/2/2015 18:25,2,3,2015,1,18,25
8/13/2015 16:03,13,8,2015,3,16,3
8/5/2015 17:27,5,8,2015,3,17,27
4/20/2015 19:20,20,4,2015,2,19,20
10/22/2014 16:28,22,10,2014,4,16,28
8/10/2015 22:00,10,8,2015,3,22,0
10/4/2015 11:50,4,10,2015,4,11,50
6/16/2015 9:14,16,6,2015,2,9,14
4/28/2015 18:26,28,4,2015,2,18,26
6/18/2015 17:58,18,6,2015,2,17,58
8/27/2015 9:29,27,8,2015,3,9,29
6/23/2015 13:36,23,6,2015,2,13,36
11/20/2014 10:33,20,11,2014,4,10,33
8/24/2015 16:06,24,8,2015,3,16,6
4/17/2015 16:20,17,4,2015,2,16,20
6/21/2015 17:41,21,6,2015,2,17,41
4/14/2015 17:58,14,4,2015,2,17,58
